Ticket Number,Date,Application,Description,Incident Description,Steps Taken,Proposed Fix,ErrorNo
91,3/3/2021,SP_SRM,Unable to view supplier profiles in SRM Module,SP_SRM Unable to view supplier profiles in SRM Module,Verified user access,Assigned user access to view supplier profiles.,
CRM-0002,10/22/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0003,10/23/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0004,10/24/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0005,10/25/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0007,10/27/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0008,10/28/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0009,10/29/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0010,10/30/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0012,11/1/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0013,11/2/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0014,11/3/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,ERRCRM0667
CRM-0015,11/4/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0017,11/6/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0018,11/7/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0019,11/8/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0020,11/9/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0022,11/11/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0023,11/12/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0024,11/13/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0025,11/14/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0027,11/16/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0028,11/17/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0029,11/18/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0030,11/19/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0032,11/21/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0033,11/22/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0034,11/23/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0035,11/24/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0037,11/26/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0038,11/27/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0039,11/28/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0040,11/29/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0042,12/1/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0043,12/2/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0044,12/3/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0045,12/4/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0047,12/6/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0048,12/7/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0049,12/8/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0050,12/9/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0052,12/11/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0053,12/12/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0054,12/13/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0055,12/14/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0057,12/16/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0058,12/17/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0059,12/18/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,ERRCRM0667
CRM-0060,12/19/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
CRM-0062,12/21/2020,SP_CRM,Unable to log in to CRM system,SP_CRM Unable to log in to CRM system,Checked user permissions,User permissions were adjusted and user was able to log in.,
CRM-0063,12/22/2020,SP_CRM,Slow response time in CRM system,SP_CRM Slow response time in CRM system,Checked system resources,System resources were increased and response time improved.,
CRM-0064,12/23/2020,SP_CRM,Duplicate entries in CRM system,SP_CRM Duplicate entries in CRM system,Checked database for duplicates,Duplicates were removed and database was updated.,
CRM-0065,12/24/2020,SP_CRM,Unable to access customer data in CRM,SP_CRM Unable to access customer data in CRM,Checked user permissions,User permissions were adjusted and user was able to access customer data.,
